公司,年/月,季別,合併(Y/N),月份,幣別,  現金及約當現金,  透過損益按公允價值衡量之金融資產－流動,  透過其他綜合損益按公允價值衡量之金融資產－流動,  按攤銷後成本衡量之金融資產－流動,  避險之金融資產－流動,  合約資產－流動,  應收帳款及票據,  其他應收款,  資金貸予他人－流動,  存貨,  待出售非流動資產,  當期所得稅資產－流動,流動資產,  透過損益按公允價值衡量之金融資產－非流動,  透過其他綜合損益按公允價值衡量之金融資產－非流動,  按攤銷後成本衡量之金融資產－非流動,  避險之金融資產－非流動,  合約資產－非流動,  採權益法之長期股權投資,  預付投資款,  不動產廠房及設備,  商譽及無形資產合計,    遞延所得稅資產,  遞延資產合計,    使用權資產,    投資性不動產淨額,  其他非流動資產,非流動資產,資產總額,  短期借款,  應付商業本票∕承兌匯票,  透過損益按公允價值衡量之金融負債－流動,  避險之金融負債－流動,  按攤銷後成本衡量之金融負債－流動,  合約負債－流動,  應付帳款及票據,  其他應付款,  當期所得稅負債,  負債準備－流動,  與待出售非流動資產直接相關之負債,  租賃負債─流動,  一年內到期長期負債,  特別股負債－流動,流動負債,  透過損益按公允價值衡量之金融負債－非流動,  避險之金融負債－非流動,  按攤銷後成本衡量之金融負債－非流動,  合約負債－非流動,  特別股負債－非流動,  應付公司債－非流動,  銀行借款－非流動,  其他長期借款－非流動,  租賃負債－非流動,  負債準備－非流動,  遞延貸項,  應計退休金負債,  遞延所得稅,非流動負債,負債總額,    普通股股本,    特別股股本,    預收股款,    待分配股票股利,    換股權利證書,  股本,  資本公積合計,    法定盈餘公積,    特別盈餘公積,    未分配盈餘,  保留盈餘,  其他權益,  庫藏股票帳面值,母公司股東權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,股東權益總額,負債及股東權益總額
1102 亞泥,2012/09,3,Y,09,NTD,"4,595,351","6,728,311","5,440,448","7,002,711",0,0,"16,386,851","1,006,619",0,"7,167,135",0,0,"49,852,366","1,244,800","13,719,928","608,369",0,-,"44,657,601",0,"55,944,726","2,148,105","249,025","249,025",-,"6,936,369","24,252,916","142,825,470","192,677,836","9,454,938","6,134,996","638,446",0,-,"814,737","7,181,787","255,012","453,821","8,743",0,-,"17,757,906",0,"42,700,386",0,"54,101",-,-,0,"24,963,925","18,394,590",0,-,"269,251",0,"216,366","4,297,182","49,886,197","92,586,583","32,309,181",0,0,0,0,"32,309,181","846,857","11,954,738","14,015,713","18,813,318","44,783,769","5,883,959",0,"83,823,766",-,-,"16,267,487","100,091,253","192,677,836"
1101 台泥,2012/06,2,Y,06,NTD,"21,298,636","2,986,069","12,843,329",0,"14,448",0,"18,703,047","988,959","1,250,343","9,912,026",0,0,"78,766,620","651,642","4,189,266",0,0,-,"6,860,509","5,605,849","106,693,480","17,628,713",0,0,-,"5,887,777","53,076,478","194,705,937","273,472,557","21,589,019","3,333,675","20,846",88,-,"1,413,760","9,872,294","14,778,121","789,526",0,0,-,"18,413,873",0,"70,614,685","28,841","54,111",-,-,0,"3,500,000","55,724,782",0,-,0,0,"360,694","9,302,241","69,401,430","140,016,115","36,921,759",0,0,0,0,"36,921,759","12,211,032","9,952,623","13,060,950","17,141,298","40,154,871","9,466,702",0,"98,754,364",-,-,"34,702,078","133,456,442","273,472,557"
1102 亞泥,2012/06,2,Y,06,NTD,"12,934,374","1,149,796","4,006,849","7,023,211",0,0,"16,973,303","4,858,504",0,"7,865,245",0,0,"56,018,733","1,244,800","12,147,268","613,761",0,-,"44,376,493",0,"56,869,866","2,195,462","303,457","303,457",-,"6,919,410","24,384,580","142,135,687","198,154,420","9,445,412","3,894,800","501,145",0,-,"771,558","7,674,356","7,796,962","333,659","8,743",0,-,"14,816,320",0,"45,242,955",0,"50,853",-,-,0,"29,759,779","17,929,342",0,-,"252,965",0,"217,584","4,362,983","54,086,245","99,329,200","31,368,137",0,0,"941,044",0,"32,309,181","846,857","11,954,738","14,015,761","18,190,217","44,160,716","5,093,571",0,"82,410,325",-,-,"16,414,895","98,825,220","198,154,420"
1101 台泥,2012/03,1,Y,03,NTD,"18,169,976","2,441,874","14,649,737",0,334,0,"18,948,576","515,005","1,239,066","10,262,283",0,0,"75,624,637","661,485","4,385,046",0,0,-,"7,042,295","5,533,928","106,682,769","17,562,610",0,0,-,"5,893,801","53,539,030","195,407,163","271,031,800","17,524,267","3,551,107","82,941","9,249",-,"2,007,476","9,117,087","6,896,131","1,383,915",0,0,-,"19,351,805",0,"60,445,308",0,"57,298",-,-,0,"3,500,000","55,444,879",0,-,0,0,"388,125","9,293,279","69,103,457","129,548,765","36,921,759",0,0,0,0,"36,921,759","12,211,032","9,090,640","13,163,791","22,488,961","44,743,392","11,094,410",0,"104,970,593",-,-,"36,512,442","141,483,035","271,031,800"
1102 亞泥,2012/03,1,Y,03,NTD,"6,096,166","5,205,935","4,189,670","7,424,082",0,0,"16,861,600","838,358",0,"8,652,084",0,0,"50,434,966","1,118,800","13,265,270","121,204",0,-,"47,720,674",0,"56,655,040","2,188,810","312,154","312,154",-,"6,925,905","24,506,959","145,888,911","196,323,877","7,218,097","4,006,795","838,422",0,-,"671,425","7,042,289","250,106","179,419","8,529",0,-,"10,542,989",0,"30,758,071",0,"42,164",-,-,0,"29,451,224","22,907,787",0,-,"261,171",0,"220,617","4,516,553","59,188,337","89,946,408","31,368,137",0,0,0,0,"31,368,137","193,535","10,950,093","14,016,163","25,561,373","50,527,629","7,330,476",0,"89,419,777",-,-,"16,957,692","106,377,469","196,323,877"
1101 台泥,2011/12,4,Y,12,NTD,"22,140,268","3,152,664","13,721,102",0,0,0,"18,074,170","49,576","1,267,612","10,598,551","1,928,978",0,"79,269,224","1,472,569","3,127,674",0,0,-,"9,650,998",0,"146,486,489","13,671,350",0,"1,750,331",-,"64,351","6,466,305","182,625,716","261,894,940","18,891,513","4,458,344",0,0,-,"1,429,426","8,694,590","3,423,719","1,294,394",0,"1,434,319",-,"17,439,820",0,"62,253,658",0,"68,824",-,-,0,"3,500,000","58,988,270","109,327",-,0,0,"271,366","7,064,013","70,320,933","132,574,591","36,921,759",0,0,0,0,"36,921,759","16,007,768","9,090,640",0,"11,364,176","20,454,816","23,399,502",0,"96,783,845",0,0,"32,536,504","129,320,349","261,894,940"
1102 亞泥,2011/12,4,Y,12,NTD,"17,932,709","1,430,339","3,598,694",0,0,0,"18,804,209","459,399",0,"6,547,497",0,0,"50,949,032","1,114,763","12,638,322",0,0,-,"46,700,973",0,"73,281,723","5,112,567",0,"1,284,010",-,0,"2,523,866","142,656,224","193,605,256","7,123,778","3,735,020","480,368",0,-,"604,647","7,093,740","221,074","394,260",0,0,-,"6,637,941",0,"26,353,735",0,"36,441",-,-,0,"32,028,636","27,291,847",0,-,0,"1,339,431",0,"3,673,122","64,895,531","91,249,266","31,368,137",0,0,0,0,"31,368,137","6,640,128","10,950,093","67,000","16,356,817","27,373,910","20,987,895",0,"86,370,070",0,0,"15,985,920","102,355,990","193,605,256"
1101 台泥,2011/09,3,Y,09,NTD,"17,017,573","3,154,646","14,263,549",0,"65,496",0,"19,968,207","64,288",0,"9,491,947",0,0,"72,055,599","1,472,619","2,842,764",0,0,-,"9,580,605",0,"144,415,561","13,200,241",0,"1,582,063",-,"50,517","16,146,064","189,239,917","261,295,516","18,476,181","4,051,762","10,618","6,564",-,"3,542,367","13,169,047","2,867,404","919,013",0,0,-,"12,632,990",0,"59,441,445",0,"63,018",-,-,0,"3,500,000","65,379,526","118,125",-,0,0,"342,115","7,046,764","76,663,202","136,104,647","36,921,759",0,0,0,0,"36,921,759","15,984,716","9,090,640",0,"9,365,400","18,456,040","22,416,041",0,"93,778,556",0,0,"31,412,313","125,190,869","261,295,516"
1102 亞泥,2011/09,3,Y,09,NTD,"17,913,545","1,515,429","4,092,916",0,0,0,"17,159,347","841,431",0,"6,861,413",0,0,"50,973,106","1,200,319","15,435,417",0,0,-,"42,007,486",0,"68,172,546","5,224,564",0,"1,360,878",-,0,"2,853,947","136,255,157","187,228,263","6,605,000","3,421,600","515,535",0,-,"844,859","8,407,163","219,027","344,158",0,0,-,"6,485,264",0,"26,913,685",0,"34,957",-,-,0,"32,052,911","29,197,290",0,-,0,"1,356,452",0,"1,466,299","65,154,882","92,068,567","31,368,137",0,0,0,0,"31,368,137","8,566,976","10,950,093","67,000","14,551,241","25,568,334","14,467,138",0,"79,970,585",0,0,"15,189,111","95,159,696","187,228,263"
1101 台泥,2011/06,2,Y,06,NTD,"20,097,071","4,731,032","21,068,332",0,0,0,"19,856,804","217,650",0,"8,397,472",0,0,"81,575,502","1,604,702","3,377,929",0,0,-,"6,751,072",0,"140,256,833","12,501,264",0,"1,607,481",-,"50,517","15,463,272","181,562,553","263,138,055","16,455,287","2,900,209","10,456",0,-,0,"12,074,515","11,719,901",0,0,0,-,"14,045,602",0,"64,627,951",0,"52,881",-,-,0,"3,500,000","61,043,734","126,748",-,0,0,"428,090","6,957,232","72,308,864","136,936,815","36,921,759",0,0,0,0,"36,921,759","15,966,491","9,090,640",0,"6,794,970","15,885,610","28,275,554",0,"97,049,414",0,0,"29,151,826","126,201,240","263,138,055"
1102 亞泥,2011/06,2,Y,06,NTD,"15,701,753","1,150,730","4,143,418",0,0,0,"14,153,611","5,725,152",0,"7,163,704",0,0,"50,316,319","1,194,767","18,230,557",0,"4,698",-,"42,046,410",0,"65,245,401","4,771,049",0,"1,434,691",-,0,"2,929,031","135,856,604","186,172,923","6,256,795","1,938,000","1,277,617",0,-,"594,347","8,072,471","6,072,340","368,614",0,0,-,"7,096,543",0,"31,678,068",0,0,-,-,0,"28,058,346","28,311,231",0,-,0,"1,373,474",0,"1,657,744","60,104,808","91,782,876","30,753,075",0,0,"615,062",0,"31,368,137","8,591,737","10,950,093","64,900","12,227,191","23,242,184","17,413,956",0,"80,616,014",0,0,"13,774,033","94,390,047","186,172,923"
1101 台泥,2011/03,1,Y,03,NTD,"21,429,405","5,122,001","19,424,885",0,0,0,"17,197,382","5,662",933,"8,059,799",0,0,"78,662,336","1,665,203","3,146,827",0,0,-,"6,786,565",0,"140,342,510","12,635,760",0,"1,605,880",-,"50,517","14,660,143","180,842,888","259,505,224","14,850,145","3,343,847",0,0,-,0,"10,658,778","3,013,763","1,477,697",0,0,-,"16,407,384",0,"55,758,562",0,"53,439",-,-,0,"3,500,000","63,515,664","134,945",-,0,0,"494,128","6,975,851","75,018,511","130,777,073","36,921,759",0,0,0,0,"36,921,759","15,962,923","8,287,508",0,"12,251,892","20,539,400","26,474,648",0,"99,898,730",0,0,"28,829,421","128,728,151","259,505,224"
1102 亞泥,2011/03,1,Y,03,NTD,"8,361,717","1,203,736","2,786,261",0,0,0,"13,034,449","903,734",0,"6,093,870",0,0,"34,547,010","1,204,102","17,530,836",0,0,-,"45,037,365",0,"66,450,820","4,847,787",0,"1,512,929",-,0,"2,749,034","139,332,873","173,879,883","6,739,039","1,474,500","1,319,609",488,-,"509,875","7,751,751","229,335","317,300",0,0,-,"4,449,230",0,"22,793,261",0,0,-,-,0,"24,125,336","27,816,177",0,-,0,"1,390,495",0,"1,466,299","55,675,817","78,469,078","30,753,075",0,0,0,0,"30,753,075","8,259,554","10,177,610","39,277","15,768,236","25,985,123","16,908,310",0,"81,906,062",0,0,"13,504,743","95,410,805","173,879,883"
1101 台泥,2010/12,4,Y,12,NTD,"32,706,814","4,636,964","15,893,896",0,0,0,"15,918,356","30,153","3,072","7,296,613",0,0,"82,001,294","1,656,996","3,167,968",0,0,-,"6,917,338",0,"139,708,763","12,575,826",0,"1,650,149",-,"50,517","14,282,454","179,959,494","261,960,788","13,170,917","2,046,156",0,0,-,0,"9,650,878","3,316,673","1,180,755",0,0,-,"26,452,465",0,"60,121,542",0,"47,782",-,-,0,"3,500,000","65,928,232","143,313",-,0,0,"489,258","6,966,784","77,325,468","137,447,010","36,921,759",0,0,0,0,"36,921,759","15,956,106","8,287,508",0,"10,931,835","19,219,343","22,823,863",0,"94,921,071",0,0,"29,592,707","124,513,778","261,960,788"
1102 亞泥,2010/12,4,Y,12,NTD,"7,133,402","1,292,191","2,707,202",0,0,0,"11,885,500","1,132,359",0,"5,866,157",0,0,"31,980,063","1,860,395","16,983,257",0,0,-,"43,439,373",0,"66,510,047","4,800,297",0,"1,485,407",-,0,"2,522,639","137,601,415","169,581,478","8,163,167","1,987,099","486,854","3,046",-,"449,748","7,875,038","219,500","322,235",0,0,-,"4,975,716",0,"24,482,403",0,0,-,-,0,"14,032,769","36,100,952",0,-,0,"1,407,516",0,"1,565,372","53,484,549","77,966,952","30,753,075",0,0,0,0,"30,753,075","8,256,848","10,177,610",0,"13,540,991","23,718,601","15,912,495",0,"78,641,019",0,0,"12,973,507","91,614,526","169,581,478"
1101 台泥,2010/09,3,Y,09,NTD,"12,836,138","2,547,369","15,745,490",0,0,0,"14,332,045","32,176","6,689","7,957,196",0,0,"59,846,089","1,645,857","3,151,888",0,0,-,"6,836,792",0,"139,393,786","13,559,314",0,"1,794,256",-,"50,517","5,406,075","171,787,968","231,634,057","7,685,856","2,089,983","4,947","33,830",-,0,"8,279,490","2,913,321","799,654",0,0,-,"20,017,124",0,"47,121,934",0,"67,213",-,-,0,"3,500,000","63,268,126","166,264",-,0,0,"512,969","7,235,486","74,925,818","122,047,752","32,921,759",0,0,0,0,"32,921,759","9,122,747","8,287,508",0,"8,296,469","16,583,977","22,962,075",0,"81,590,558",0,0,"27,995,747","109,586,305","231,634,057"
1102 亞泥,2010/09,3,Y,09,NTD,"5,830,557","1,270,308","2,677,274",0,0,0,"10,049,066","1,527,374",0,"5,440,743",0,0,"29,744,987","3,073,067","12,660,841",0,0,-,"42,209,516",0,"69,079,374","4,654,550",0,"1,549,423",-,0,"2,534,731","135,761,502","165,506,489","7,365,308","1,475,000","247,457",0,-,"626,634","8,092,071","225,869","190,827",0,0,-,"3,613,644",0,"21,836,810",0,0,-,-,0,"14,176,323","37,780,597",0,-,0,"1,424,537",0,"1,466,299","55,087,550","76,924,360","30,753,075",0,0,0,0,"30,753,075","8,256,390","10,177,610",0,"11,099,908","21,277,518","15,278,558",0,"75,565,541",0,0,"13,016,588","88,582,129","165,506,489"
1101 台泥,2010/06,2,Y,06,NTD,"16,624,092","2,019,915","11,432,722",0,0,0,"13,587,643","145,938","10,740","7,867,475",0,0,"58,415,108","1,649,228","3,240,932",0,0,-,"6,800,735",0,"140,355,447","13,818,480",0,"1,793,908",-,"50,517","5,079,739","172,738,469","231,153,577","8,996,391","1,916,734","28,923",0,-,0,"9,443,148","8,811,782",0,0,0,-,"20,628,262",0,"57,452,958",0,"58,228",-,-,0,"4,865,000","58,255,684","166,264",-,0,0,"515,419","7,264,154","71,351,394","128,804,352","32,921,759",0,0,0,0,"32,921,759","9,186,361","8,287,508",0,"5,737,653","14,025,161","19,307,177",0,"75,440,458",0,0,"26,908,767","102,349,225","231,153,577"
1102 亞泥,2010/06,2,Y,06,NTD,"15,955,407","1,834,406","2,388,700",0,0,0,"8,504,118","5,265,367",0,"5,031,881",0,0,"42,445,233","2,952,881","9,820,847",0,0,-,"39,620,269",0,"66,877,312","3,879,176",0,"1,527,476",-,0,"2,415,059","127,093,020","169,538,253","6,193,566","1,964,000","38,341",0,-,"430,829","7,346,810","5,609,456","229,394",0,0,-,"12,956,591",0,"34,768,987",0,0,-,-,0,"12,000,000","36,505,139",0,-,0,"1,441,559",0,"1,471,777","51,506,677","86,275,664","29,857,355",0,0,"895,720",0,"30,753,075","8,253,707","10,177,610",0,"9,591,344","19,768,954","11,507,652",0,"70,283,388",0,0,"12,979,201","83,262,589","169,538,253"
1101 台泥,2010/03,1,Y,03,NTD,"17,568,054","2,986,592","12,535,727","2,322,154",0,0,"11,268,842","81,841","15,008","6,679,971",0,0,"68,129,797","2,418,101","3,403,799",0,0,-,"5,618,259",0,"128,527,240","3,396,856",0,"2,080,698",-,"50,517","4,776,595","150,221,548","218,351,345","11,434,982","3,232,236",0,0,-,0,"7,581,468","2,392,484","874,380",0,0,-,"17,853,564",0,"46,716,890",0,"14,409",-,-,0,"4,865,000","57,057,462",0,-,0,0,"568,274","6,674,083","69,476,951","116,193,841","32,921,759",0,0,0,0,"32,921,759","9,127,384","7,545,055",0,"10,493,838","18,038,893","20,402,363",0,"80,490,399",0,0,"21,667,105","102,157,504","218,351,345"
1102 亞泥,2010/03,1,Y,03,NTD,"17,683,099","1,341,622","2,519,113",0,0,0,"8,000,534","1,066,279",0,"4,504,296",0,0,"37,953,958","3,666,933","9,868,847",0,0,-,"41,675,574",0,"65,581,287","3,268,490",0,"1,592,395",-,0,"2,339,501","127,993,027","165,946,985","5,356,232","1,575,000","163,640",0,-,"412,919","6,632,437","231,995","278,460",0,0,-,"13,128,529",0,"27,779,212",0,0,-,-,0,"12,000,000","35,413,789",0,-,0,"1,458,580",0,"1,466,299","50,745,295","78,524,507","29,857,355",0,0,0,0,"29,857,355","8,241,439","9,391,500",0,"14,505,163","23,896,663","12,374,845",0,"74,370,302",0,0,"13,052,176","87,422,478","165,946,985"
1101 台泥,2009/12,4,Y,12,NTD,"16,426,107","3,046,095","12,788,960",0,0,0,"10,591,791","64,314","19,308","6,557,981",0,0,"54,251,716","2,420,140","3,607,466",0,0,-,"5,657,197",0,"128,828,473","3,401,535",0,"1,991,535",-,"50,517","4,583,200","150,489,546","204,741,262","9,529,926","3,694,699",0,0,-,0,"5,940,364","2,612,446","708,738",0,0,-,"25,471,687",0,"50,754,424",0,"2,234",-,-,0,"4,865,000","40,630,003",0,-,0,0,"569,933","6,536,035","52,873,028","103,627,452","32,921,759",0,0,0,0,"32,921,759","8,418,430","7,545,055",0,"9,568,883","17,113,938","20,655,973",0,"79,110,100",0,0,"22,003,710","101,113,810","204,741,262"
1102 亞泥,2009/12,4,Y,12,NTD,"17,838,133","1,343,252","2,660,961",0,0,0,"7,867,858","886,553",0,"4,311,866",0,0,"36,803,070","3,668,888","10,758,775",0,0,-,"41,170,895",0,"64,029,460","3,270,962",0,"1,618,610",-,0,"2,407,531","126,925,121","163,728,191","4,947,872","1,312,362","311,723",0,-,"449,528","6,349,865","219,263","295,941",0,0,-,"12,295,316",0,"26,181,870",0,0,-,-,0,"7,000,000","39,154,354",0,-,0,"1,475,601",0,"1,595,228","49,478,515","75,660,385","29,857,355",0,0,0,0,"29,857,355","8,197,276","9,391,500",0,"12,872,324","22,263,824","14,766,576",0,"75,085,031",0,0,"12,982,775","88,067,806","163,728,191"
1101 台泥,2009/09,3,Y,09,NTD,"13,825,223","2,958,600","13,069,015",0,0,0,"11,790,697","63,323","189,848","6,505,156",0,0,"53,451,244","2,455,553","2,920,134",0,0,-,"2,645,987",0,"126,684,548","3,110,456",0,"2,065,988",-,"50,517","4,245,453","144,128,119","197,579,363","8,267,519","3,762,825","137,838",0,-,0,"7,381,689","2,835,104","317,168",0,0,-,"11,949,414",0,"38,700,606",0,0,-,-,0,"4,865,000","49,335,562",0,-,0,0,"574,497","6,582,684","61,484,558","100,185,164","32,921,759",0,0,0,0,"32,921,759","8,555,314","7,545,055",0,"7,019,505","14,564,560","20,866,665",0,"76,908,298",0,0,"20,485,901","97,394,199","197,579,363"
1102 亞泥,2009/09,3,Y,09,NTD,"13,708,331","1,018,005","2,501,873",0,0,0,"7,685,422","817,472",0,"4,594,364",0,0,"32,988,195","3,861,148","9,490,970",0,0,-,"39,327,275",0,"56,970,040","3,090,082",0,"1,561,094",-,0,"5,972,589","120,273,198","153,261,393","6,240,293","2,555,728","264,191",0,-,"698,504","4,857,807","231,364","272,591",0,0,-,"5,035,741",0,"20,156,219",0,0,-,-,0,"14,695,952","30,781,621",0,-,0,"1,492,623",0,"1,466,299","48,667,047","68,823,266","29,857,355",0,0,0,0,"29,857,355","8,110,439","9,391,500",0,"11,614,908","21,006,408","12,669,034",0,"71,643,236",0,0,"12,794,891","84,438,127","153,261,393"
1101 台泥,2009/06,2,Y,06,NTD,"11,831,514","3,379,097","12,288,981",0,0,0,"10,402,409","168,573","115,788","6,542,629",0,0,"48,975,227","2,468,409","2,709,513",0,"12,672",-,"2,728,553",0,"127,053,361","3,195,029",0,"2,122,939",-,"50,517","4,636,151","144,926,627","193,901,854","8,544,951","2,534,976",0,"90,324",-,0,"5,265,768","7,303,063",0,0,0,-,"13,512,487",0,"40,125,808",0,"6,067",-,-,0,"4,865,000","48,859,950",0,-,0,0,"561,235","6,135,568","60,787,241","100,913,049","32,921,759",0,0,0,0,"32,921,759","8,579,006","7,545,055",0,"4,280,855","11,825,910","20,321,045",0,"73,647,720",0,0,"19,341,085","92,988,805","193,901,854"
1102 亞泥,2009/06,2,Y,06,NTD,"15,263,337","1,065,916","2,516,636",0,0,0,"7,451,290","5,065,930",0,"4,054,982",0,0,"39,233,228","3,807,479","9,245,053",0,0,-,"39,151,816",0,"54,900,922","2,967,870",0,"1,597,861",-,0,"6,175,537","117,846,538","157,079,766","7,814,277","3,073,765","235,778",0,-,"462,988","5,641,047","5,565,580","281,733",0,0,-,"4,989,372",0,"28,068,063",0,0,-,-,0,"10,790,949","31,643,241",0,-,0,"1,509,644",0,"1,492,803","45,678,377","73,746,440","28,987,723",0,0,"869,632",0,"29,857,355","8,098,710","9,391,500",0,"10,582,169","19,973,669","12,732,091",0,"70,661,825",0,0,"12,671,501","83,333,326","157,079,766"
1101 台泥,2009/03,1,Y,03,NTD,"14,200,950","3,299,730","10,360,744",0,0,0,"9,431,949","5,647","35,411","5,539,320",0,0,"48,506,002","2,468,836","2,668,862",0,"23,931",-,"2,512,520",0,"127,230,295","3,365,888",0,"1,879,606",-,"50,517","4,265,374","144,415,312","192,921,314","11,831,825","3,059,942",0,0,-,0,"5,267,931","2,964,927","489,113",0,0,-,"11,399,071",0,"38,714,520",0,0,-,-,0,"4,865,000","48,527,886",0,-,0,0,"526,847","6,496,191","61,233,272","99,947,792","32,921,759",0,0,0,0,"32,921,759","8,577,038","6,968,929",0,"7,248,641","14,217,570","18,477,727",0,"74,194,094",0,0,"18,779,428","92,973,522","192,921,314"
1102 亞泥,2009/03,1,Y,03,NTD,"19,106,954","991,685","2,954,914",0,"10,058",0,"6,972,735","547,458",0,"4,985,182",0,0,"37,787,706","3,809,238","6,138,073",0,0,-,"38,663,221",0,"54,895,032","3,037,571",0,"1,602,649",-,0,"5,763,225","113,909,009","151,696,715","5,495,062","1,947,777","143,350",0,-,"492,743","7,466,945","228,529","394,728",0,0,-,"7,211,048",0,"23,380,182",0,0,-,-,0,"10,981,497","32,359,679",0,-,0,"1,526,665",0,"1,466,299","46,618,664","69,998,846","28,987,723",0,0,0,0,"28,987,723","8,136,962","8,679,226",0,"13,403,169","22,082,395","9,648,284",0,"68,855,364",0,0,"12,842,505","81,697,869","151,696,715"
1101 台泥,2008/12,4,Y,12,NTD,"13,033,535","2,610,569","9,002,525",0,0,0,"8,386,187","4,814","42,034","6,908,626",0,0,"43,762,069","2,468,393","2,447,307",0,"28,551",-,"2,522,691",0,"125,807,120","3,256,627",0,"2,020,317",-,"50,517","4,554,660","143,105,666","186,867,735","14,611,073","3,417,388",49,"167,844",-,0,"3,765,084","2,640,610","386,919",0,0,-,"11,362,393",0,"39,174,857",0,0,-,-,0,"4,865,000","44,736,577",0,-,0,0,"509,137","6,471,260","57,444,081","96,618,938","32,921,759",0,0,0,0,"32,921,759","8,552,529","6,968,929",0,"7,066,151","14,035,080","16,529,839",0,"72,039,207",0,0,"18,209,590","90,248,797","186,867,735"
1102 亞泥,2008/12,4,Y,12,NTD,"16,931,368","898,637","2,333,060",0,"12,928",0,"7,526,718","365,976",0,"4,830,812",0,0,"34,745,952","3,812,618","5,464,373",0,0,-,"36,945,103",0,"53,781,519","2,364,090",0,"1,340,174",-,0,"5,778,790","109,486,667","144,232,619","6,507,829","1,812,420","137,485",0,-,"619,363","5,385,842","211,883","244,609",0,0,-,"6,074,886",0,"20,994,317",0,0,-,-,0,"10,707,945","32,083,765",0,-,0,"1,543,687",0,"1,509,243","46,033,952","67,028,269","28,987,723",0,0,0,0,"28,987,723","8,080,494","8,679,226",0,"11,810,912","20,490,138","7,281,740",0,"64,840,095",0,0,"12,364,255","77,204,350","144,232,619"
1101 台泥,2008/09,3,Y,09,NTD,"10,615,331","2,669,598","9,368,900",0,0,0,"9,283,486","102,125","48,658","8,550,177",0,0,"45,692,556","2,510,103","2,208,268",0,0,-,"2,424,947","300,000","122,733,210","3,135,557",0,"1,858,705",-,"50,517","4,031,810","139,202,600","184,895,156","13,628,888","2,052,923","40,660",0,-,0,"6,893,636","3,371,100","295,438",0,0,-,"10,891,005",0,"39,599,056",0,"97,941",-,-,0,"5,865,000","43,512,200",0,-,0,0,"529,026","6,491,204","56,654,053","96,253,109","32,921,759",0,0,0,0,"32,921,759","8,578,057","6,968,929",0,"5,951,037","12,919,966","15,666,569",0,"70,086,351",0,0,"18,555,696","88,642,047","184,895,156"
1102 亞泥,2008/09,3,Y,09,NTD,"17,554,606","913,672","2,395,921",0,"12,620",0,"7,195,310","3,930,999",0,"6,140,821",0,0,"40,078,358","2,750,139","6,200,296",0,0,-,"37,447,368",0,"51,089,077","2,428,412",0,"1,339,854",-,0,"5,510,670","106,765,816","146,844,174","9,639,350","1,801,038","175,065",0,-,"639,960","5,739,825","416,319","186,129",0,0,-,"3,657,596",0,"22,255,282",0,0,-,-,0,"10,535,192","32,927,244",0,-,0,"1,560,708",0,"1,466,299","46,774,503","69,029,785","28,987,723",0,0,0,0,"28,987,723","7,992,460","8,679,226",0,"11,490,129","20,169,355","8,449,738",0,"65,599,276",0,0,"12,215,113","77,814,389","146,844,174"
1101 台泥,2008/06,2,Y,06,NTD,"11,760,556","6,431,449","15,729,671",0,0,0,"9,501,174","177,415","55,430","6,841,077",0,0,"54,362,283","2,616,600","2,949,035",0,0,-,"2,386,064",0,"119,771,536","3,051,752",0,"1,848,933",-,"50,517",-,"136,892,057","191,254,340","8,252,514","2,063,010",305,0,-,0,"5,764,981","11,585,768",0,0,0,-,"12,975,473",0,"42,792,997",0,"114,020",-,-,0,"5,865,000","42,271,615",0,-,0,0,"522,969","6,353,480","55,518,707","98,311,704","32,486,372",0,0,"435,387",0,"32,921,759","8,540,015","6,968,929",0,"4,851,762","11,820,691","21,505,433",0,"74,787,898",0,0,"18,154,738","92,942,636","191,254,340"
1102 亞泥,2008/06,2,Y,06,NTD,"20,180,703","1,243,082","2,469,314",0,"8,900",0,"7,018,614","6,770,082",0,"6,271,288",0,0,"45,616,372","2,752,910","9,549,779",0,0,-,"38,161,541",0,"45,842,416","2,235,419",0,"1,328,931",-,0,"5,438,032","105,309,028","150,925,400","5,353,009","1,410,000","617,961","6,344",-,"945,472","5,119,914","6,983,627","239,502",0,0,-,"6,053,417",0,"26,729,246",0,0,-,-,0,"8,110,440","32,842,753","20,164",-,0,"1,577,729",0,"1,519,146","44,228,013","70,957,259","27,346,909",0,0,"1,640,814",0,"28,987,723","7,978,952","8,679,226",0,"9,809,972","18,489,198","12,881,948",0,"68,337,821",0,0,"11,630,320","79,968,141","150,925,400"
1101 台泥,2008/03,1,Y,03,NTD,"12,423,117","6,501,152","17,958,792",0,0,0,"7,631,637","4,177","62,203","7,302,870",0,0,"57,091,512","2,693,524","3,415,824",0,0,-,"2,425,137",0,"115,287,797","3,081,599",0,"1,853,305",-,"50,517",-,"132,802,533","189,894,045","8,981,519","2,923,251",0,0,-,0,"4,629,061","2,737,512","1,281,502",0,0,-,"7,163,162",0,"29,783,960",0,"157,049",-,-,0,"5,865,000","44,820,140",0,-,0,0,"481,063","6,849,079","59,201,472","88,985,432","32,486,372",0,0,0,0,"32,486,372","8,513,568","6,143,416",0,"10,324,639","16,468,055","23,338,774",0,"80,806,769",0,0,"20,101,844","100,908,613","189,894,045"
