公司,年/月,季別,合併(Y/N),月份,幣別,  現金及約當現金,  透過損益按公允價值衡量之金融資產－流動,  透過其他綜合損益按公允價值衡量之金融資產－流動,  按攤銷後成本衡量之金融資產－流動,  避險之金融資產－流動,  合約資產－流動,  應收帳款及票據,  其他應收款,  資金貸予他人－流動,  存貨,  待出售非流動資產,  當期所得稅資產－流動,流動資產,  透過損益按公允價值衡量之金融資產－非流動,  透過其他綜合損益按公允價值衡量之金融資產－非流動,  按攤銷後成本衡量之金融資產－非流動,  避險之金融資產－非流動,  合約資產－非流動,  採權益法之長期股權投資,  預付投資款,  不動產廠房及設備,  商譽及無形資產合計,    遞延所得稅資產,  遞延資產合計,    使用權資產,    投資性不動產淨額,  其他非流動資產,非流動資產,資產總額,  短期借款,  應付商業本票∕承兌匯票,  透過損益按公允價值衡量之金融負債－流動,  避險之金融負債－流動,  按攤銷後成本衡量之金融負債－流動,  合約負債－流動,  應付帳款及票據,  其他應付款,  當期所得稅負債,  負債準備－流動,  與待出售非流動資產直接相關之負債,  租賃負債─流動,  一年內到期長期負債,  特別股負債－流動,流動負債,  透過損益按公允價值衡量之金融負債－非流動,  避險之金融負債－非流動,  按攤銷後成本衡量之金融負債－非流動,  合約負債－非流動,  特別股負債－非流動,  應付公司債－非流動,  銀行借款－非流動,  其他長期借款－非流動,  租賃負債－非流動,  負債準備－非流動,  遞延貸項,  應計退休金負債,  遞延所得稅,非流動負債,負債總額,    普通股股本,    特別股股本,    預收股款,    待分配股票股利,    換股權利證書,  股本,  資本公積合計,    法定盈餘公積,    特別盈餘公積,    未分配盈餘,  保留盈餘,  其他權益,  庫藏股票帳面值,母公司股東權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,股東權益總額,負債及股東權益總額
1101 台泥,2021/03,1,Y,03,NTD,"58,958,539","344,694","5,721,861","9,459,089",0,0,"33,159,604","655,178",0,"7,779,906","10,453,562",0,"130,708,958",0,"32,628,494","16,830,712",0,0,"48,566,560",0,"87,517,403","19,485,447",0,0,"13,544,117","5,446,310","54,335,343","259,363,959","390,072,917","34,341,574","5,244,925",0,0,0,"4,797,343","6,461,632","8,695,316","3,559,196",0,"6,654,095","334,155","4,520,000",0,"74,652,169",0,0,0,0,0,"49,555,822","20,500,521","4,991,392","2,129,894",0,0,"68,546","11,685,987","89,790,734","164,442,903","58,956,456","2,000,000",0,0,"617,947","61,574,403","52,019,465","19,351,361","13,039,860","44,775,489","77,166,710","20,449,164","-499,691","210,710,051",0,0,"14,919,963","225,630,014","390,072,917"
1102 亞泥,2021/03,1,Y,03,NTD,"26,264,176","15,557,601","4,391,002","16,489,639",0,"137,477","15,922,033","509,174",0,"6,312,098",0,"8,983","87,445,807",0,"11,018,523","65,759",0,0,"85,458,351","1,506,597","52,181,034","7,153,623","678,019","678,019","5,136,875","36,618,854","51,736,412","209,798,318","297,244,125","19,466,042","13,494,163","428,836",0,0,"1,040,422","8,197,686","390,877","1,565,387","15,000",0,"228,146","9,591,743",0,"54,418,302",0,0,0,0,0,"38,800,000","16,998,375",0,"1,202,287","914,099",0,"162,595","10,239,645","69,352,377","123,770,679","33,614,472",0,0,0,0,"33,614,472","1,483,851","18,473,057","65,267,773","31,001,091","114,741,921","978,837",0,"150,819,081",0,0,"22,654,365","173,473,446","297,244,125"
1101 台泥,2020/12,4,Y,12,NTD,"51,433,522","353,986","5,596,471","15,769,277",0,0,"39,315,315","1,077,074",0,"7,941,755",0,0,"124,309,171",0,"31,903,287","16,475,021",0,0,"50,133,844",0,"92,108,972","19,563,960","636,207","636,207","13,451,125","5,451,434","54,375,774","265,197,065","389,506,236","34,675,454","6,247,029",0,0,0,"5,226,637","6,137,904","10,669,913","3,914,955",0,0,"315,451","4,805,000",0,"72,103,708",0,0,0,0,0,"53,897,370","24,998,481","4,991,327","1,978,361",0,0,"72,845","11,754,270","98,572,475","170,676,183","57,414,007","2,000,000",0,0,"688,542","60,102,549","49,122,450","19,351,361","13,039,860","41,808,297","74,199,518","21,146,991","-499,691","204,071,817",0,0,"14,758,236","218,830,053","389,506,236"
1102 亞泥,2020/12,4,Y,12,NTD,"25,911,732","14,864,809","4,252,727","16,575,640",0,"98,607","16,548,616","580,809",0,"6,596,268",0,"9,434","87,023,947",0,"11,127,995","52,778",0,0,"84,873,235","1,505,147","52,820,212","7,254,262","690,705","690,705","4,938,963","36,589,248","51,738,574","210,062,908","297,086,855","19,214,889","13,881,948","425,693",0,0,"1,193,754","9,563,680","377,739","2,954,930","52,000",0,"222,101","16,140,876",0,"64,027,610",0,0,0,0,0,"38,800,000","10,944,833",0,"1,158,824","915,754",0,"173,189","10,115,317","63,172,293","127,199,903","33,614,472",0,0,0,0,"33,614,472","1,492,584","18,473,057","65,267,773","27,842,666","111,583,496","1,078,007",0,"147,768,559",0,0,"22,118,393","169,886,952","297,086,855"
1101 台泥,2020/09,3,Y,09,NTD,"44,312,180","323,517","5,168,519","12,348,988",0,0,"38,799,526","1,364,357","110,000","8,457,184",0,0,"114,553,490",0,"34,496,339","20,301,926",0,0,"47,935,215",0,"89,423,889","19,315,631",0,0,"12,416,305","5,456,950","53,379,558","264,852,558","379,406,048","33,636,384","7,215,383",0,0,0,"5,884,277","6,462,908","8,768,159","2,874,404",0,0,"343,689","5,061,151",0,"70,382,185",0,0,0,0,0,"55,851,873","26,250,646","4,991,269","1,959,022",0,0,"67,806","11,635,749","101,450,266","171,832,451","57,414,007","2,000,000",0,0,0,"59,414,007","47,637,455","19,351,361","13,039,860","35,020,489","67,411,710","19,439,117","-499,691","193,402,598",0,0,"14,170,999","207,573,597","379,406,048"
1102 亞泥,2020/09,3,Y,09,NTD,"37,609,519","10,138,644","3,985,225","15,747,291",0,"64,401","15,672,259","660,004",0,"7,351,244",0,"6,777","93,073,533",0,"10,560,890","52,778",0,0,"83,074,354","4,188,135","51,292,721","7,208,746","606,031","606,031","4,879,311","36,571,620","52,012,886","208,996,541","302,070,074","26,003,606","20,281,892","231,280",0,0,"1,659,040","9,183,332","374,815","1,842,450","51,415",0,"215,751","12,123,479",0,"71,967,060",0,0,0,0,0,"29,400,000","20,697,983",0,"1,175,566","719,894",0,"160,202","10,043,588","63,410,573","135,377,633","33,614,472",0,0,0,0,"33,614,472","1,459,679","18,473,057","65,267,773","25,053,928","108,794,758","-1,415,587",0,"142,453,322",0,0,"24,239,119","166,692,441","302,070,074"
1101 台泥,2020/06,2,Y,06,NTD,"59,005,748","492,238","5,392,561","15,741,435",0,0,"31,363,082","1,785,243",0,"8,164,930",0,0,"125,133,183",0,"33,944,686","18,259,429",0,0,"46,623,322",0,"88,940,964","19,168,377",0,0,"12,232,441","5,463,136","52,430,131","259,366,909","384,500,092","37,941,935","4,346,458",0,0,0,"4,915,311","7,282,218","24,515,030","2,912,678",0,0,"374,569","3,212,753",0,"85,597,499",0,0,0,0,0,"55,846,464","27,190,805","4,995,546","2,003,643",0,0,"75,381","11,632,365","102,441,359","188,038,858","54,656,192","2,000,000",0,"2,728,810",0,"59,385,002","48,019,924","19,351,361","13,039,860","27,547,875","59,939,096","16,208,790","-499,691","183,053,121",0,0,"13,408,113","196,461,234","384,500,092"
1102 亞泥,2020/06,2,Y,06,NTD,"20,375,076","5,254,285","4,706,162","33,290,406",0,"61,620","15,351,005","4,314,225",0,"7,600,004",0,"6,782","92,590,336",0,"10,521,536","67,101",0,0,"81,547,199","1,440,813","50,670,070","6,712,841","535,627","535,627","4,917,771","36,459,618","52,182,580","203,677,767","296,268,103","26,288,464","17,011,438","132,360",0,0,"986,855","9,514,282","10,828,659","1,466,640","51,831",0,"215,888","9,064,605",0,"75,561,022",0,0,0,0,0,"32,525,398","15,387,028",0,"1,249,462","732,530",0,"159,804","9,798,841","61,188,288","136,749,310","33,614,472",0,0,0,0,"33,614,472","1,458,935","18,473,057","65,267,773","20,071,290","103,812,120","-2,014,089",0,"136,871,438",0,0,"22,647,355","159,518,793","296,268,103"
1101 台泥,2020/03,1,Y,03,NTD,"33,747,714","442,509","4,665,973","13,473,933","281,203",0,"32,121,843","1,395,590",0,"8,504,002",0,0,"98,082,786",0,"36,074,411","16,180,161",0,0,"47,007,645",0,"89,273,486","19,374,775",0,0,"12,338,691","5,468,639","53,245,362","261,155,840","359,238,626","31,805,225","5,156,183",0,0,0,"4,764,361","7,037,205","8,261,065","3,505,995",0,0,"350,023","3,198,714",0,"64,175,520",0,0,0,0,0,"35,792,756","25,778,768","11,805,234","1,944,905",0,0,"77,788","11,622,501","87,724,983","151,900,503","54,656,192","2,000,000",0,0,0,"56,656,192","48,015,947","16,902,616","13,049,062","38,774,023","68,725,701","19,145,877","-348,959","192,194,758",0,0,"15,143,365","207,338,123","359,238,626"
1102 亞泥,2020/03,1,Y,03,NTD,"29,628,489","4,978,032","4,257,832","30,314,689",0,"61,605","18,406,281","602,592",0,"8,119,424",0,"6,589","98,316,766",0,"9,857,076","59,662",0,0,"83,040,473","1,441,615","50,983,833","6,896,715","530,121","530,121","5,013,651","36,372,710","52,312,651","205,122,146","303,438,912","29,338,695","19,801,186","141,430",0,0,"930,160","11,963,624","548,389","1,329,008","51,246",0,"188,677","7,096,396",0,"71,388,811",0,0,0,0,0,"19,303,063","33,605,606",0,"1,265,396","725,707",0,"159,427","9,968,006","66,217,729","137,606,540","33,614,472",0,0,0,0,"33,614,472","1,456,060","16,727,089","64,463,426","28,092,169","109,282,684","-2,171,373",0,"142,181,843",0,0,"23,650,529","165,832,372","303,438,912"
1101 台泥,2019/12,4,Y,12,NTD,"53,572,620","502,005","7,180,745","4,745,911",0,0,"40,396,720","1,302,351",0,"8,132,977",0,0,"118,145,990",0,"36,120,339","984,716",0,0,"47,631,870",0,"89,881,319","19,656,118","631,063","631,063","12,734,286","6,322,209","54,430,970","249,336,395","367,482,385","30,445,048","5,875,398",0,0,0,"5,041,554","7,427,013","11,225,404","4,443,343",0,0,"416,346","1,624,138",0,"66,532,743",0,0,0,0,0,"35,699,778","30,553,035","11,800,966","2,073,806",0,0,"97,401","11,588,934","92,487,775","159,020,518","54,656,192","2,000,000",0,0,0,"56,656,192","48,015,947","16,902,616","13,049,062","35,674,355","65,626,033","23,734,855","-348,959","193,684,068",0,0,"14,777,799","208,461,867","367,482,385"
1102 亞泥,2019/12,4,Y,12,NTD,"24,735,495","4,728,223","3,978,366","23,016,985",0,"68,412","22,122,290","481,800",0,"7,789,794",0,"6,785","89,242,066",0,"11,692,138","36,064",0,0,"84,412,240","1,437,673","50,681,281","7,000,317","474,929","474,929","5,080,287","36,176,439","52,301,804","208,036,446","297,278,512","23,811,603","18,932,294","112,070",0,0,"1,063,408","13,523,769","542,220","2,957,672","50,661",0,"190,607","13,151,315",0,"74,335,619",0,0,0,0,0,"19,280,807","20,820,990",0,"1,264,765","715,432",0,"164,208","9,991,422","53,493,855","127,829,474","33,614,472",0,0,0,0,"33,614,472","1,456,054","16,727,089","64,463,426","27,373,840","108,564,355","2,432,477",0,"146,067,358",0,0,"23,381,680","169,449,038","297,278,512"
1101 台泥,2019/09,3,Y,09,NTD,"46,970,348","486,994","6,840,257","5,452,579","161,874",0,"39,030,081","1,544,673",0,"9,545,675",0,0,"113,084,223",0,"31,385,408","890,246",0,0,"47,597,673",0,"90,649,035","19,894,226",0,0,"12,868,948","6,328,556","54,921,436","245,338,024","358,422,247","36,935,736","6,004,241","4,940",0,0,"5,920,047","8,208,655","8,668,744","2,771,720",0,0,"371,475","700,757",0,"69,707,934",0,0,0,0,0,"35,607,642","28,742,895","11,803,900","2,035,534",0,0,"73,208","11,430,615","90,314,401","160,022,335","54,656,192","2,000,000",0,0,0,"56,656,192","48,305,425","16,902,616","13,049,062","28,906,309","58,857,987","20,220,735","-348,959","183,691,380",0,0,"14,708,532","198,399,912","358,422,247"
1102 亞泥,2019/09,3,Y,09,NTD,"19,051,331","4,448,739","3,857,491","25,208,296",0,"66,152","21,767,037","1,218,352",0,"8,438,929",0,"12,315","86,685,200",0,"11,123,563","20,233",0,0,"82,901,375","2,051,489","50,983,307","3,629,714","482,257","482,257","5,140,152","36,127,211","52,515,531","203,707,469","290,392,669","23,456,510","15,719,179","269,179",0,0,"1,591,789","8,006,207","546,733","1,683,404","50,150",0,"211,292","13,428,141",0,"64,962,584",0,0,0,0,0,"19,258,630","27,336,774",0,"1,199,996","691,565",0,"179,282","9,646,424","59,751,391","124,713,975","33,614,472",0,0,0,0,"33,614,472","1,445,214","16,727,089","64,461,249","22,708,924","103,897,262","4,243,580",0,"143,200,528",0,0,"22,478,166","165,678,694","290,392,669"
1101 台泥,2019/06,2,Y,06,NTD,"61,818,117","536,199","6,966,937","4,981,814","195,678",0,"35,342,316","1,918,580",0,"9,183,065",0,0,"124,156,318",0,"32,132,088","885,085",0,0,"47,469,904",0,"91,597,324","20,452,194",0,0,"13,369,307","6,333,976","56,453,372","248,989,967","373,146,285","34,510,317","5,643,258","8,537",0,0,"4,546,024","8,445,658","26,241,689","2,205,322",0,0,"346,563","70,667",0,"82,156,400",0,0,0,0,0,"35,516,276","20,515,893","22,478,776","2,083,963",0,0,"73,891","11,461,375","92,729,760","174,886,160","51,080,599","2,000,000",0,"3,575,593",0,"56,656,192","47,960,476","16,902,616","13,049,062","22,368,762","52,320,440","27,398,558","-329,251","184,006,415",0,0,"14,253,710","198,260,125","373,146,285"
1102 亞泥,2019/06,2,Y,06,NTD,"16,380,115","8,896,166","3,931,694","23,898,989",0,"103,703","21,715,272","5,142,061",0,"9,111,770",0,"11,388","91,145,606",0,"10,815,613","14,716",0,0,"81,960,550","2,049,803","52,874,629","3,702,347","431,661","431,661","5,286,832","36,050,966","52,745,120","204,594,439","295,740,045","25,207,257","14,119,591","126,009",0,0,"1,056,550","8,395,379","10,259,508","1,308,837","46,773",0,"210,644","8,558,217",0,"69,288,765",0,0,0,0,0,"18,736,531","32,073,521",0,"1,215,551","688,765",0,"179,018","9,401,078","63,804,993","133,093,758","33,614,472",0,0,0,0,"33,614,472","1,444,931","16,727,089","64,463,426","18,320,923","99,511,438","6,244,236",0,"140,815,077",0,0,"21,831,210","162,646,287","295,740,045"
1101 台泥,2019/03,1,Y,03,NTD,"57,474,854","520,052","6,757,937","4,690,194",0,0,"36,091,949","953,084",0,"10,077,503",0,0,"120,649,402",0,"31,241,143","497,859",0,0,"47,175,766",0,"91,816,496","20,698,252",0,0,"9,445,872","6,339,107","53,446,113","244,875,629","365,525,031","42,215,791","7,591,289","46,826",0,0,"4,998,875","7,844,113","10,144,147","3,456,611",0,0,"356,284","78,667",0,"76,865,453",0,0,0,0,0,"22,865,233","18,977,703","22,476,017","2,115,963",0,0,"93,249","11,391,839","78,503,617","155,369,070","51,080,599","2,000,000",0,0,0,"53,080,599","47,956,296","14,784,534","13,049,062","37,706,966","65,540,562","27,556,827","-2,545","194,131,739",0,0,"16,024,222","210,155,961","365,525,031"
1102 亞泥,2019/03,1,Y,03,NTD,"15,997,962","10,193,951","3,937,075","16,826,839",0,"101,860","22,433,509","1,196,319",0,"9,550,281",0,"26,087","81,800,166",0,"10,317,738","14,796",0,0,"82,705,156","2,045,620","53,002,994","3,755,002","427,930","427,930","5,282,060","36,008,823","52,840,149","205,109,385","286,909,551","24,635,036","17,329,813","201,774",0,0,"1,105,170","7,791,709","560,510","1,343,655","48,200",0,"197,680","9,419,977",0,"62,633,524",0,0,0,0,0,"12,214,510","33,223,494",0,"1,155,541","682,791",0,"186,900","9,382,500","58,305,961","120,939,485","33,614,472",0,0,0,0,"33,614,472","1,444,920","15,615,380","63,945,145","23,142,730","102,703,255","5,792,784",0,"143,555,431",0,0,"22,414,635","165,970,066","286,909,551"
1101 台泥,2018/12,4,Y,12,NTD,"48,507,889","549,838","6,334,259","2,664,157",0,0,"38,236,336","979,914",0,"9,464,303",0,0,"110,380,695",0,"25,792,169","470,199",0,0,"46,247,974",0,"91,093,825","20,427,352","708,612","708,612",-,"6,344,460","48,964,292","233,704,423","344,085,118","26,226,051","7,402,214","139,460",0,0,"5,114,644","7,808,921","11,683,170","4,090,640",0,0,-,"1,923,945",0,"64,503,844",0,0,0,0,0,"22,777,693","24,631,973","22,476,880",-,0,0,"210,515","11,326,154","82,201,818","146,705,662","51,080,599","2,000,000",0,0,0,"53,080,599","47,836,241","14,784,534","13,049,062","33,755,165","61,588,761","19,038,454","-2,545","181,541,510",0,0,"15,837,946","197,379,456","344,085,118"
1102 亞泥,2018/12,4,Y,12,NTD,"14,929,411","9,046,583","3,800,923","14,322,874",0,"147,528","23,156,323","2,964,751",0,"9,804,276",0,"15,901","80,358,506",0,"9,784,743","14,642",0,0,"78,846,276","2,042,722","52,549,341","3,694,783","436,238","436,238",-,"35,965,203","51,460,747","198,829,492","279,187,998","24,805,239","18,564,469","268,218",0,0,"806,927","8,278,934","566,027","2,181,268","48,200",0,-,"7,285,012",0,"62,804,294",0,0,0,0,0,"12,192,567","33,593,896",0,-,"679,377",0,"185,107","9,365,429","57,335,358","120,139,652","33,614,472",0,0,0,0,"33,614,472","1,362,554","15,615,380","63,945,145","20,358,461","99,918,986","2,996,214",0,"137,892,226",0,0,"21,156,120","159,048,346","279,187,998"
1101 台泥,2018/09,3,Y,09,NTD,"42,980,849","600,410","6,904,065","3,089,250",0,0,"35,272,762","750,387","511,421","9,012,327",0,0,"102,799,758",0,"34,177,250",0,0,0,"9,491,833",0,"91,303,900","20,240,191",0,0,-,"6,349,743","50,356,629","205,569,803","308,369,561","22,471,574","6,164,409",0,0,0,"5,850,094","7,961,973","8,142,087","2,545,873",0,0,-,"9,302,047",0,"62,799,418",0,0,0,0,0,"11,976,444","36,055,682",0,-,0,0,"205,696","11,201,166","59,918,818","122,718,236","51,080,599",0,0,0,0,"51,080,599","38,546,478","14,784,534","13,049,062","26,434,317","54,267,913","26,446,314","-218,166","170,123,138",0,0,"15,528,187","185,651,325","308,369,561"
1102 亞泥,2018/09,3,Y,09,NTD,"16,170,969","9,981,555","3,838,486","11,016,854",0,0,"22,525,134","3,245,489",0,"8,319,891",0,"28,074","77,813,852",0,"21,623,961","18,957",0,0,"69,007,787","2,775,653","49,846,224","4,359,065","461,077","461,077",-,"35,815,721","51,203,332","199,296,056","277,109,908","25,172,614","22,467,709","231,290",0,0,"1,280,434","7,621,407","551,958","1,085,134","47,146",0,-,"8,665,405",0,"67,123,097",0,0,0,0,0,"12,170,701","29,188,663",0,-,"681,087",0,"174,605","8,513,048","51,921,314","119,044,411","33,614,472",0,0,0,0,"33,614,472","1,360,202","15,615,380","63,945,145","21,600,595","101,161,120","2,082,107",0,"138,217,901",0,0,"19,847,596","158,065,497","277,109,908"
1101 台泥,2018/06,2,Y,06,NTD,"45,981,224","623,614","6,577,217","1,758,185",0,0,"32,772,358","997,233",0,"8,925,428",0,0,"101,149,991",0,"33,246,422",0,0,0,"9,386,559",0,"93,704,491","20,837,342",0,0,-,"6,355,105","51,577,387","208,752,201","309,902,192","20,523,737","5,539,021",0,0,0,"5,158,993","9,369,569","16,443,770","2,049,322",0,0,-,"6,571,931",0,"65,772,816",0,0,0,0,0,"11,976,044","54,040,763",0,-,0,0,"206,035","11,196,189","77,912,234","143,685,050","42,465,090",0,0,"4,240,509",0,"46,705,599","26,109,830","14,784,534","13,049,062","20,500,379","48,333,975","30,338,467","-218,166","151,269,705",0,0,"14,947,437","166,217,142","309,902,192"
1102 亞泥,2018/06,2,Y,06,NTD,"9,127,324","6,263,957","3,686,447","2,506,824",0,0,"21,451,946","5,876,845",0,"8,087,115",0,"24,070","59,629,423",0,"21,139,265","159,647",0,0,"67,154,302","1,992,126","52,295,311","4,532,916","434,961","434,961",-,"35,800,871","51,306,590","199,015,118","258,644,541","20,615,713","19,321,101",0,0,0,"915,303","7,520,462","4,873,416","965,380","47,146",0,-,"6,510,309",0,"60,768,830",0,0,0,0,0,"6,000,000","27,080,231",0,-,"681,322",0,"174,274","8,278,961","43,439,965","104,208,795","33,614,472",0,0,0,0,"33,614,472","1,174,559","15,615,380","63,945,145","18,535,290","98,095,815","2,198,090",0,"135,082,936",0,0,"19,352,810","154,435,746","258,644,541"
1101 台泥,2018/03,1,Y,03,NTD,"24,192,833","550,256","6,484,726","1,913,541",0,0,"28,282,026","559,495",0,"9,209,460",0,0,"75,261,374",0,"30,222,283",0,0,0,"8,855,843",0,"95,243,836","21,011,468",0,0,-,"6,376,977","52,493,780","207,827,210","283,088,584","16,837,620","5,467,299",0,0,0,"4,691,913","7,601,638","8,102,859","1,709,075",0,0,-,"8,754,600",0,"53,357,480",0,0,0,0,0,0,"52,047,073",0,-,0,0,"206,439","11,168,709","63,969,234","117,326,714","42,465,090",0,0,0,0,"42,465,090","25,870,809","14,025,109","13,049,392","24,796,287","51,870,788","29,549,421","-218,166","149,537,942",0,0,"16,223,928","165,761,870","283,088,584"
1102 亞泥,2018/03,1,Y,03,NTD,"10,204,539","6,313,369","3,483,820","2,070,582",0,0,"18,760,026","3,053,929",0,"7,611,168",0,"20,221","54,268,970",0,"16,805,757","159,727",0,0,"66,380,908","1,973,844","53,494,908","4,591,385","760,333","760,333",-,"35,777,621","51,464,037","195,630,899","249,899,869","20,089,494","15,689,630",0,0,0,"664,006","7,540,907","553,729","1,099,753","47,646",0,-,"5,125,291",0,"50,810,456",0,0,0,0,0,"10,000,000","30,288,540",0,-,"609,937",0,"173,962","8,134,285","50,455,950","101,266,406","33,614,472",0,0,0,0,"33,614,472","1,168,705","15,068,480","63,001,957","19,736,252","97,806,689","-3,053,056",0,"129,536,810",0,0,"19,096,653","148,633,463","249,899,869"
1101 台泥,2017/12,4,Y,12,NTD,"26,331,218","147,049","25,101,220",0,0,0,"27,306,164","755,024",0,"8,354,522",0,0,"92,719,914","582,819","3,455,938",0,0,-,"7,940,701",0,"94,709,404","20,852,624","828,101","828,101",-,"6,374,920","51,467,548","179,837,135","272,557,049","20,314,112","7,991,417",0,0,-,"4,548,755","7,789,179","8,839,408","1,651,042",0,0,-,"13,910,242",0,"65,192,960",0,0,-,-,0,0,"43,494,968",0,-,0,0,"211,697","10,397,776","54,716,873","119,909,833","42,465,090",0,0,0,0,"42,465,090","25,739,065","14,025,109","13,049,635","21,944,766","49,019,510","19,124,539",0,"136,348,204",0,0,"16,299,012","152,647,216","272,557,049"
1102 亞泥,2017/12,4,Y,12,NTD,"7,739,492","322,080","7,805,406","4,380,928",0,0,"18,266,303","3,042,831",0,"6,572,982",0,"23,145","50,262,702","1,300,668","18,072,678","150,549",0,-,"64,859,378","1,959,002","53,738,838","4,552,561","564,185","564,185",-,"35,745,411","51,603,787","196,801,646","247,064,348","18,410,863","16,124,918",0,0,-,"816,299","7,659,237","535,775","1,155,972","47,646",0,-,"9,197,457",0,"53,948,167",0,0,-,-,0,"10,000,000","27,277,821",0,-,"451,056",0,"193,291","8,100,162","47,319,817","101,267,984","33,614,472",0,0,0,0,"33,614,472","1,168,692","15,068,480","63,001,957","16,125,837","94,196,274","-1,543,873",0,"127,435,565",0,0,"18,360,799","145,796,364","247,064,348"
1101 台泥,2017/09,3,Y,09,NTD,"26,608,300","147,571","20,061,583",0,0,0,"22,806,321","624,840",0,"9,493,855",0,0,"85,320,202","583,023","5,587,598",0,0,-,"7,808,566",0,"96,681,867","20,695,038",0,0,-,"6,065,297","52,781,602","184,137,694","269,457,896","24,346,180","7,967,148",0,0,-,"4,396,158","8,041,997","7,334,015","811,229",0,0,-,"12,176,652",0,"65,268,003",0,0,-,-,0,0,"40,246,010",0,-,0,0,"160,052","10,282,372","51,223,324","116,491,327","36,921,759",0,0,0,0,"36,921,759","13,535,897","14,025,109","13,050,484","19,857,088","46,932,681","14,831,885",0,"112,222,222",0,0,"40,744,347","152,966,569","269,457,896"
1102 亞泥,2017/09,3,Y,09,NTD,"7,620,224","318,051","7,932,160","3,116,695",0,0,"16,514,884","3,187,127",0,"7,015,558",0,"24,117","47,911,706","1,301,770","18,867,146","149,545",0,-,"64,480,953","1,955,331","54,768,931","4,730,917","526,081","526,081",-,"35,688,098","51,559,610","198,340,284","246,251,990","20,430,084","16,354,064",0,0,-,"1,070,301","6,586,311","551,195","432,226","9,897",0,-,"7,573,336",0,"53,007,414",0,0,-,-,0,"10,000,000","29,369,613",0,-,"325,971",0,"168,066","8,064,214","49,216,659","102,224,073","33,614,472",0,0,0,0,"33,614,472","1,168,417","15,068,480","63,001,881","14,265,031","92,335,392","-835,250",0,"126,283,031",0,0,"17,744,886","144,027,917","246,251,990"
1101 台泥,2017/06,2,Y,06,NTD,"25,529,191","147,673","18,168,327",0,0,0,"20,653,913","1,055,251","23,976","9,360,034",0,0,"79,333,009","583,097","4,596,508",0,0,-,"7,460,840",0,"96,760,640","20,527,954",0,0,-,"6,059,390","52,890,042","182,819,081","262,152,090","21,669,150","5,193,780",0,0,-,"3,706,791","7,466,214","12,513,721","997,897",0,0,-,"12,196,596",0,"63,839,647",0,0,-,-,0,0,"41,947,717",0,-,0,0,"160,030","10,242,024","52,947,040","116,786,687","36,921,759",0,0,0,0,"36,921,759","13,534,162","14,025,109","13,050,484","17,890,231","44,965,824","10,750,464",0,"106,172,209",0,0,"39,193,194","145,365,403","262,152,090"
1102 亞泥,2017/06,2,Y,06,NTD,"9,800,773","347,692","7,969,692","5,886,479",0,0,"14,580,025","5,037,187",0,"7,297,334",0,"17,646","53,104,700","1,302,872","15,592,799","146,157",0,-,"63,488,306","1,943,780","55,206,487","4,675,930","804,766","804,766",-,"35,564,304","51,561,521","194,722,618","247,827,318","20,940,641","21,501,395",0,0,-,"658,878","6,836,313","3,963,809","356,846","9,897",0,-,"6,957,401",0,"61,225,180",0,0,-,-,0,"10,000,000","29,136,084",0,-,"321,949",0,"167,702","8,041,075","48,981,669","110,206,849","33,614,472",0,0,0,0,"33,614,472","1,167,449","15,068,480","63,001,881","12,341,358","90,411,719","-4,806,460",0,"120,387,180",0,0,"17,233,289","137,620,469","247,827,318"
1101 台泥,2017/03,1,Y,03,NTD,"25,012,886","144,582","17,804,327",0,0,0,"19,663,454","605,343","132,112","8,605,274",0,0,"76,640,360","588,952","4,367,409",0,0,-,"7,225,397",0,"97,239,324","20,413,613",0,0,-,"6,065,452","53,070,723","182,905,418","259,545,778","20,237,135","7,196,444",0,0,-,"3,631,905","7,345,583","6,868,160","1,273,581",0,0,-,"9,122,226",0,"55,787,736",0,0,-,-,0,0,"45,141,291",0,-,0,0,"183,907","10,205,024","56,209,721","111,997,457","36,921,759",0,0,0,0,"36,921,759","13,534,162","13,389,264","13,050,484","21,730,020","48,169,768","9,135,908",0,"107,761,597",0,0,"39,786,724","147,548,321","259,545,778"
1102 亞泥,2017/03,1,Y,03,NTD,"9,575,355","334,068","6,683,896","1,948,471",0,0,"14,086,521","2,925,635",0,"6,704,386",0,"18,687","44,074,607","1,303,972","15,253,783","144,779",0,-,"64,670,678","1,937,126","55,331,036","4,606,824","808,900","808,900",-,"35,313,714","54,424,152","198,481,250","242,555,857","18,938,168","21,467,327",0,0,-,"696,268","6,474,851","524,252","433,236","9,897",0,-,"819,722",0,"49,363,721",0,0,-,-,0,"14,089,269","30,886,822",0,-,"319,121",0,"167,839","8,035,454","54,818,688","104,182,409","33,614,472",0,0,0,0,"33,614,472","1,167,882","14,673,903","62,120,862","15,036,856","91,831,621","-5,393,600",0,"121,220,375",0,0,"17,153,073","138,373,448","242,555,857"
