公司,年/月,季別,合併(Y/N),月份,幣別,營業收入淨額,營業成本,營業毛利,聯屬公司已（未）實現銷貨利益,已實現銷貨毛利,營業費用,  研究發展費,  預期信用減損（損失）利益－營業費用,其他收益及費損淨額,營業利益,  利息收入,其他收入,其他利益及損失,財務成本,採權益法之關聯企業及合資損益之份額,預期信用減損（損失）利益,除列按攤銷後成本衡量金融資產淨損益,金融資產重分類淨損益,營業外收入及支出－其他,營業外收入及支出,稅前淨利,所得稅費用,繼續營業單位損益,停業單位損益,合併前非屬共同控制股權損益,其他損益調整項－非常項目及累計影響數,合併總損益,  不重分類至損益之項目－OCI,  後續可能重分類至損益之項目－OCI,  合併前非屬共同控制股權綜合損益淨額－OCI,其他綜合損益－OCI,本期綜合損益總額,歸屬母公司淨利（損）,歸屬非控制權益淨利（損）,歸屬共同控制下前手權益淨利（損）,綜合損益歸屬母公司,綜合損益歸屬非控制權益,綜合損益歸屬共同控制下前手權益,每股盈餘,加權平均股數,發放特別股股息,稀釋稅後淨利,每股盈餘－完全稀釋,加權平均股數－稀釋,稅前息前淨利,稅前息前折舊前淨利,常續性稅後淨利
1101 台泥,2018/09,3,Y,09,NTD,"89,657,354","64,992,780","24,664,574",0,"24,664,574","3,688,295","24,770",0,0,"20,976,279","364,654","2,211,429","-248,442","1,827,585","1,663,716",0,0,0,0,"1,799,118","22,775,397","5,740,441","17,034,956",0,0,0,"17,034,956","7,202,721","-4,741,147",0,"2,461,574","19,496,530","15,943,568","1,091,388",0,"18,332,102","1,164,428",0,3.35,"4,763,115",0,"15,943,568",3.35,"4,764,376","24,602,982","29,520,007","17,018,463"
1102 亞泥,2018/09,3,Y,09,NTD,"63,308,587","48,381,284","14,927,303",669,"14,927,972","2,568,089",0,"377,260",0,"12,359,883","193,838","991,283","-345,522","1,187,739","3,434,164",0,0,0,0,"2,892,186","15,252,069","3,350,085","11,901,984",0,0,0,"11,901,984","4,441,551","-1,004,383",0,"3,437,168","15,339,152","9,298,368","2,603,616",0,"13,134,649","2,204,503",0,2.96,"3,139,159",0,"9,311,387",2.95,"3,154,370","16,439,808","20,126,428","11,624,250"
1101 台泥,2018/06,2,Y,06,NTD,"57,500,246","41,440,890","16,059,356",0,"16,059,356","2,429,709","16,501",0,0,"13,629,647","181,574","1,277,570","-386,241","1,155,023","1,074,248",0,0,0,0,"810,554","14,440,201","3,863,896","10,576,305",0,0,0,"10,576,305","5,953,065","389,252",0,"6,342,317","16,918,622","10,009,630","566,675",0,"16,290,317","628,305",0,2.14,"4,666,560",0,"10,009,630",2.14,"4,667,617","15,595,224","18,876,440","10,657,096"
1102 亞泥,2018/06,2,Y,06,NTD,"41,026,147","31,696,591","9,329,556",518,"9,330,074","1,605,059",0,"151,651",0,"7,725,015","115,409","803,183","-183,527","798,274","2,292,661",0,0,0,0,"2,114,043","9,839,058","2,058,123","7,780,935",0,0,0,"7,780,935","2,970,726","1,141,264",0,"4,111,990","11,892,925","6,226,635","1,554,300",0,"10,178,898","1,714,027",0,1.98,"3,139,173",0,"6,227,142",1.98,"3,149,296","10,637,332","13,099,915","7,472,786"
1101 台泥,2018/03,1,Y,03,NTD,"24,179,214","18,388,574","5,790,640",0,"5,790,640","1,139,949","8,382",0,0,"4,650,691","77,738","154,847","-63,762","538,695","414,507",0,0,0,0,"-33,103","4,617,588","1,752,218","2,865,370",0,0,0,"2,865,370","2,943,390","2,567,688",0,"5,511,078","8,376,448","2,945,170","-79,800",0,"8,436,811","-60,363",0,0.69,"4,244,509",0,"2,945,170",0.69,"4,245,529","5,156,283","6,789,242","2,862,381"
1102 亞泥,2018/03,1,Y,03,NTD,"17,832,747","14,503,274","3,329,473",260,"3,329,733","656,029",0,"7,927",0,"2,673,704","52,113","192,063","-135,909","408,162","729,133",0,0,0,0,"377,125","3,050,829","635,482","2,415,347",0,0,0,"2,415,347","-1,452,814","367,492",0,"-1,085,322","1,330,025","1,897,059","518,288",0,"598,981","731,044",0,0.6,"3,139,175",0,"1,897,384",0.6,"3,147,930","3,458,991","4,700,543","2,274,874"
1101 台泥,2017/12,4,Y,12,NTD,"98,311,776","79,398,862","18,912,914",0,"18,912,914","4,950,029","32,399",-,0,"13,962,885","244,041","1,671,651","-1,157,679","1,923,309","1,271,111",-,-,-,0,"-138,226","13,824,659","3,501,859","10,322,800",0,0,0,"10,322,800","13,597","9,963,175",0,"9,976,772","20,299,572","7,594,247","2,728,553",0,"17,775,812","2,523,760",0,2.03,"3,738,370",0,"7,594,247",2.03,"3,739,270","15,747,968","22,211,761","10,983,992"
1102 亞泥,2017/12,4,Y,12,NTD,"69,700,034","59,529,016","10,171,018",-540,"10,170,478","2,733,762",0,-,0,"7,436,716","179,840","1,040,658","-728,230","1,772,075","2,522,090",-,-,-,0,"1,062,443","8,499,159","1,833,618","6,665,541",0,0,0,"6,665,541","251,261","1,868,278",0,"2,119,539","8,785,080","5,469,007","1,196,534",0,"7,895,746","889,334",0,1.74,"3,139,297",0,"5,470,384",1.74,"3,147,654","10,271,234","15,448,825","6,581,964"
1101 台泥,2017/09,3,Y,09,NTD,"68,952,108","56,428,105","12,524,003",0,"12,524,003","3,275,832","24,465",-,0,"9,248,171","171,328","1,219,281","-816,701","1,420,845","996,650",-,-,-,0,"-21,615","9,226,556","2,305,015","6,921,541",0,0,0,"6,921,541",0,"6,197,551",0,"6,197,551","13,119,092","4,948,812","1,972,729",0,"10,806,091","2,313,001",0,1.34,"3,692,176",0,"4,948,812",1.34,"3,693,370","10,647,401","15,479,083","7,046,472"
1102 亞泥,2017/09,3,Y,09,NTD,"48,893,152","42,931,489","5,961,663",-822,"5,960,841","1,763,462",0,-,0,"4,197,379","125,244","886,320","-385,362","1,356,221","1,886,922",-,-,-,0,"1,031,659","5,229,038","899,586","4,329,452",0,0,0,"4,329,452",0,"2,605,057",0,"2,605,057","6,934,509","3,777,548","551,904",0,"6,660,987","273,522",0,1.2,"3,139,700",0,"3,778,579",1.2,"3,147,053","6,585,259","10,303,684","4,140,620"
1101 台泥,2017/06,2,Y,06,NTD,"45,893,851","37,627,091","8,266,760",0,"8,266,760","2,264,438","16,587",-,0,"6,002,322","112,498","601,422","-572,315","943,342","666,243",-,-,-,0,"-247,992","5,754,330","1,519,839","4,234,491",0,0,0,"4,234,491",0,"1,270,801",0,"1,270,801","5,505,292","2,981,955","1,252,536",0,"4,757,813","747,479",0,0.81,"3,692,176",0,"2,981,955",0.81,"3,693,173","6,697,672","9,907,167","4,342,214"
1102 亞泥,2017/06,2,Y,06,NTD,"29,824,050","26,346,094","3,477,956",-822,"3,477,134","1,104,267",0,-,0,"2,372,867","83,853","690,217","-323,996","951,510","802,213",-,-,-,0,"216,924","2,589,791","494,846","2,094,945",0,0,0,"2,094,945",0,"-1,569,301",0,"-1,569,301","525,644","1,852,449","242,496",0,"764,678","-239,034",0,0.59,"3,139,700",0,"1,853,135",0.59,"3,145,832","3,541,301","6,066,030","1,943,331"
1101 台泥,2017/03,1,Y,03,NTD,"21,179,771","18,181,041","2,998,730",0,"2,998,730","1,057,100","8,385",-,0,"1,941,630","53,090","95,348","-135,693","493,775","267,764",-,-,-,0,"-266,356","1,675,274","511,566","1,163,708",0,0,0,"1,163,708",0,"-1,012,058",0,"-1,012,058","151,650","832,244","331,464",0,"993,546","-841,896",0,0.23,"3,692,176",0,"832,244",0.23,"3,693,292","2,169,049","3,796,217","1,273,197"
1102 亞泥,2017/03,1,Y,03,NTD,"12,970,961","12,037,892","933,069",-859,"932,210","489,990",0,-,0,"442,220","39,141","221,264","-340,203","525,585","322,985",-,-,-,0,"-321,539","120,681","-25,112","145,793",0,0,0,"145,793",0,"-2,431,094",0,"-2,431,094","-2,285,301","236,681","-90,888",0,"-1,438,230","-847,071",0,0.08,"3,139,700",0,"236,681",0.08,"3,142,581","646,266","1,915,612","66,528"
1101 台泥,2016/12,4,Y,12,NTD,"89,564,306","71,583,302","17,981,004",0,"17,981,004","4,946,868","20,618",-,0,"13,034,136","267,182","1,636,734","-2,218,307","1,916,837","979,609",-,-,-,0,"-1,518,801","11,515,335","2,673,260","8,842,075",0,0,0,"8,842,075","313,664","-7,301,378",0,"-6,987,714","1,854,361","6,358,452","2,483,623",0,"2,411,113","-556,752",0,1.72,"3,692,176",0,"6,358,452",1.72,"3,693,467","13,432,172","20,422,719","9,636,065"
1102 亞泥,2016/12,4,Y,12,NTD,"60,946,190","52,358,957","8,587,233","1,041","8,588,274","2,355,226",-,-,0,"6,233,048","207,661","1,058,684","-526,644","1,638,218","1,349,719",-,-,-,0,"243,541","6,476,589","1,793,292","4,683,297",0,0,0,"4,683,297","-199,946","-14,488,450",0,"-14,688,396","-10,005,099","3,945,769","737,528",0,"-9,550,011","-455,088",0,1.26,"3,139,998",0,"4,052,513",1.24,"3,265,993","8,114,807","13,558,345","4,397,756"
1101 台泥,2016/09,3,Y,09,NTD,"63,016,298","51,410,157","11,606,141",0,"11,606,141","3,571,054","15,976",-,0,"8,035,087","223,690","1,343,579","-826,041","1,440,271","658,759",-,-,-,0,"-263,974","7,771,113","1,684,433","6,086,680",0,0,0,"6,086,680",0,"-6,169,989",0,"-6,169,989","-83,309","4,546,032","1,540,648",0,"819,090","-902,399",0,1.23,"3,692,176",0,"4,546,032",1.23,"3,696,914","9,211,384","14,529,670","6,046,854"
1102 亞泥,2016/09,3,Y,09,NTD,"44,104,283","38,442,512","5,661,771",680,"5,662,451","1,623,845",-,-,0,"4,038,606","154,054","815,211","-982,182","1,199,398","652,375",-,-,-,0,"-713,994","3,324,612","622,632","2,701,980",0,0,0,"2,701,980",0,"-14,048,462",0,"-14,048,462","-11,346,482","2,341,615","360,365",0,"-10,648,901","-697,581",0,0.75,"3,140,098",0,"2,378,028",0.74,"3,227,678","4,524,010","8,733,709","2,692,634"
1101 台泥,2016/06,2,Y,06,NTD,"40,666,259","34,019,366","6,646,893",0,"6,646,893","2,392,341","10,199",-,0,"4,254,552","147,960","754,129","-664,687","970,881","372,932",-,-,-,0,"-508,507","3,746,045","942,586","2,803,459",0,0,0,"2,803,459",0,"-4,301,574",0,"-4,301,574","-1,498,115","2,224,740","578,719",0,"-797,987","-700,128",0,0.6,"3,692,176",0,"2,224,740",0.6,"3,694,472","4,716,926","8,320,549","2,772,342"
1102 亞泥,2016/06,2,Y,06,NTD,"29,067,245","25,476,723","3,590,522",650,"3,591,172","1,032,496",-,-,0,"2,558,676","120,721","722,475","-796,981","815,760","277,696",-,-,-,0,"-612,570","1,946,106","414,289","1,531,817",0,0,0,"1,531,817",0,"-11,526,215",0,"-11,526,215","-9,994,398","1,405,031","126,786",0,"-9,565,619","-428,779",0,0.45,"3,140,299",0,"1,441,104",0.44,"3,264,030","2,761,866","5,535,093","1,538,977"
1101 台泥,2016/03,1,Y,03,NTD,"17,724,112","16,138,503","1,585,609",0,"1,585,609","1,101,720","5,503",-,0,"483,889","78,488","216,695","-66,941","504,825","149,029",-,-,-,0,"-206,042","277,847","183,320","94,527",0,0,0,"94,527",0,"-828,511",0,"-828,511","-733,984","220,995","-126,468",0,"-333,525","-400,459",0,0.06,"3,692,176",0,"220,995",0.06,"3,693,382","782,672","2,612,921","94,387"
1102 亞泥,2016/03,1,Y,03,NTD,"13,038,960","12,040,729","998,231",201,"998,432","407,854",-,-,0,"590,578","67,983","190,869","-24,603","418,599","-55,695",-,-,-,0,"-308,028","282,550","88,091","194,459",0,0,0,"194,459",0,"-8,936,360",0,"-8,936,360","-8,741,901","199,130","-4,671",0,"-8,505,796","-236,105",0,0.06,"3,140,528",0,"199,130",0.06,"3,144,831","701,149","2,098,106","225,675"
1101 台泥,2015/12,4,Y,12,NTD,"93,679,076","79,151,059","14,528,017",0,"14,528,017","4,854,318","6,895",-,0,"9,673,699","430,757","2,025,001","-1,896,107","1,873,739","737,161",-,-,-,0,"-1,007,684","8,666,015","1,740,389","6,925,626",0,0,0,"6,925,626","-543,370","-6,974,674",0,"-7,518,044","-592,418","5,775,989","1,149,637",0,"-806,454","214,036",0,1.56,"3,692,176",0,"5,775,989",1.56,"3,694,005","10,539,754","17,958,912","6,803,992"
1102 亞泥,2015/12,4,Y,12,NTD,"66,287,480","59,228,641","7,058,839",-92,"7,058,747","3,018,802",-,-,0,"4,039,945","397,031","1,502,671","-66,725","1,647,870","2,986,137",-,-,-,0,"2,774,213","6,814,158","1,879,675","4,934,483",0,0,0,"4,934,483","-754,101","-3,106,428",0,"-3,860,529","1,073,954","4,860,241","74,242",0,"1,343,662","-269,708",0,1.55,"3,141,845",0,"4,554,455",1.32,"3,451,696","8,462,028","14,104,379","2,609,207"
1101 台泥,2015/09,3,Y,09,NTD,"69,118,302","59,033,946","10,084,356",0,"10,084,356","3,476,740","21,394",-,0,"6,607,616","325,186","1,492,197","-1,464,077","1,383,484","631,435",-,-,-,0,"-723,929","5,883,687","1,191,897","4,691,790",0,0,0,"4,691,790",0,"-3,201,731",0,"-3,201,731","1,490,059","4,000,652","691,138",0,"605,877","884,182",0,1.08,"3,692,176",0,"4,000,652",1.08,"3,695,219","7,267,171","12,786,973","4,689,034"
1102 亞泥,2015/09,3,Y,09,NTD,"49,113,910","44,182,685","4,931,225",-418,"4,930,807","2,076,259",-,-,0,"2,854,548","300,141","1,165,365","-105,774","1,243,021","2,417,969",-,-,-,0,"2,234,539","5,089,087","682,533","4,406,554",0,0,0,"4,406,554","-21,982","2,350,887",0,"2,328,905","6,735,459","4,421,041","-14,487",0,"6,774,072","-38,613",0,1.41,"3,141,943",0,"4,075,477",1.18,"3,453,413","6,332,108","10,657,076","2,828,269"
1101 台泥,2015/06,2,Y,06,NTD,"46,434,327","39,655,906","6,778,421",0,"6,778,421","2,167,282","10,907",-,0,"4,611,139","215,208","874,100","-281,991","900,633","409,761",-,-,-,0,"101,237","4,712,376","1,010,013","3,702,363",0,0,0,"3,702,363",0,"-2,911,615",0,"-2,911,615","790,748","3,051,907","650,456",0,"861,165","-70,417",0,0.83,"3,692,176",0,"3,051,907",0.83,"3,694,871","5,613,009","9,197,420","3,701,246"
1102 亞泥,2015/06,2,Y,06,NTD,"32,252,761","28,822,804","3,429,957",-822,"3,429,135","1,428,418",-,-,0,"2,000,717","218,501","880,016","1,033,120","826,712","2,039,067",-,-,-,0,"3,125,491","5,126,208","549,957","4,576,251",0,0,0,"4,576,251","-21,982","693,178",0,"671,196","5,247,447","4,356,999","219,252",0,"5,420,782","-173,335",0,1.39,"3,141,943",0,"4,135,232",1.38,"3,308,583","5,952,920","8,835,701","3,640,822"
1101 台泥,2015/03,1,Y,03,NTD,"21,440,142","18,579,134","2,861,008",0,"2,861,008","1,167,500","6,399",-,0,"1,693,508","126,367","222,164","-144,549","482,383","181,127",-,-,-,0,"-223,641","1,469,867","495,349","974,518",0,0,0,"974,518",0,"-772,223",0,"-772,223","202,295","808,778","165,740",0,"349,121","-146,826",0,0.22,"3,692,176",0,"808,778",0.22,"3,694,012","1,952,250","3,756,369","974,518"
1102 亞泥,2015/03,1,Y,03,NTD,"15,362,530","13,729,956","1,632,574","-1,263","1,631,311","593,936",-,-,0,"1,037,375","99,019","179,735","79,844","412,287","960,033",-,-,-,0,"807,325","1,844,700","302,412","1,542,288",0,0,0,"1,542,288","-21,965","3,949,261",0,"3,927,296","5,469,584","1,468,473","73,815",0,"5,633,392","-163,808",0,0.47,"3,141,942",0,"1,517,583",0.44,"3,432,046","2,256,987","3,713,197","1,392,126"
1101 台泥,2014/12,4,Y,12,NTD,"118,325,809","93,453,214","24,872,595",0,"24,872,595","5,014,926","38,678",-,0,"19,857,669","309,383","2,238,679","-240,501","1,907,215","1,250,088",-,-,-,0,"1,341,051","21,198,720","4,614,844","16,583,876",0,0,0,"16,583,876","-77,036","3,302,687",0,"3,225,651","19,809,527","10,828,868","5,755,008",0,"13,340,699","6,468,828",0,2.93,"3,692,176",0,"10,828,868",2.93,"3,694,192","23,105,935","29,782,835","16,420,654"
1102 亞泥,2014/12,4,Y,12,NTD,"77,683,281","66,553,091","11,130,190",-586,"11,129,604","2,881,200",-,-,0,"8,248,404","477,369","1,579,088","1,209,572","1,667,598","4,350,273",-,-,-,0,"5,471,335","13,719,739","2,813,741","10,905,998",0,0,0,"10,905,998","181,470","4,645,823",0,"4,827,293","15,733,291","9,361,635","1,544,363",0,"13,273,390","2,459,901",0,2.98,"3,142,158",0,"9,095,181",2.65,"3,434,183","15,387,337","21,329,234","8,399,005"
1101 台泥,2014/09,3,Y,09,NTD,"88,684,641","70,005,452","18,679,189",0,"18,679,189","3,512,484","29,421",-,0,"15,166,705","204,319","1,441,947","-244,964","1,427,905","997,683",-,-,-,0,"766,761","15,933,466","3,379,050","12,554,416",0,0,0,"12,554,416",0,"-1,382,892",0,"-1,382,892","11,171,524","8,244,719","4,309,697",0,"6,881,333","4,290,191",0,2.23,"3,692,176",0,"8,244,719",2.23,"3,693,555","17,361,371","22,368,798","12,418,692"
1102 亞泥,2014/09,3,Y,09,NTD,"57,234,891","49,338,081","7,896,810",-667,"7,896,143","2,005,522",-,-,0,"5,890,621","395,171","1,277,306","83,873","1,246,132","3,608,646",-,-,-,0,"3,723,693","9,614,314","1,375,043","8,239,271",0,0,0,"8,239,271","233,973","-1,998,267",0,"-1,764,294","6,474,977","7,198,698","1,040,573",0,"5,247,993","1,226,984",0,2.29,"3,143,142",0,"7,295,137",2.12,"3,433,982","10,860,446","15,039,844","7,213,363"
1101 台泥,2014/06,2,Y,06,NTD,"58,589,686","46,584,312","12,005,374",0,"12,005,374","2,382,833","19,258",-,0,"9,622,541","127,643","704,980","-175,085","952,623","637,230",-,-,-,0,"214,502","9,837,043","2,217,113","7,619,930",0,0,0,"7,619,930",0,"-2,554,883",0,"-2,554,883","5,065,047","5,028,885","2,591,045",0,"3,260,281","1,804,766",0,1.36,"3,692,176",0,"5,028,885",1.36,"3,694,001","10,789,666","14,124,628","7,484,554"
1102 亞泥,2014/06,2,Y,06,NTD,"37,450,912","31,932,192","5,518,720",-803,"5,517,917","1,364,110",-,-,0,"4,153,807","274,778","970,629","63,519","811,079","2,519,030",-,-,-,0,"2,742,099","6,895,906","1,017,234","5,878,672",0,0,0,"5,878,672","122,052","-3,265,756",0,"-3,143,704","2,734,968","5,174,629","704,043",0,"2,120,997","613,971",0,1.68,"3,081,638",0,"5,235,226",1.56,"3,356,350","7,706,985","10,265,445","5,614,684"
1101 台泥,2014/03,1,Y,03,NTD,"26,716,227","21,852,093","4,864,134",0,"4,864,134","1,179,910","10,271",-,0,"3,684,224","56,227","230,723","-153,767","482,195","271,861",-,-,-,0,"-133,378","3,550,846","759,611","2,791,235",0,0,0,"2,791,235","17,020","1,824,772",-,"1,841,792","4,633,027","1,833,139","958,096",0,"4,015,175","617,852",0,0.5,"3,692,176",0,"1,833,139",0.5,"3,693,931","4,033,041","5,708,941","2,653,386"
1102 亞泥,2014/03,1,Y,03,NTD,"16,256,080","14,017,994","2,238,086",-358,"2,237,728","600,109",-,-,0,"1,637,619","129,874","242,432","-523,400","385,203","1,042,631",-,-,-,0,"376,460","2,014,079","330,848","1,683,231",0,0,0,"1,683,231","-218,030","-144,899",-,"-362,929","1,320,302","1,439,813","243,418",0,"873,472","446,830",0,0.47,"3,081,677",0,"1,354,610",0.4,"3,357,522","2,399,282","3,639,866","1,257,541"
1101 台泥,2013/12,4,Y,12,NTD,"116,098,947","93,275,950","22,822,997",0,"22,822,997","5,047,022","43,663",-,0,"17,775,975","198,029","1,973,476","179,755","1,910,300","585,550",-,-,-,0,"828,481","18,604,456","3,485,773","15,118,683",0,0,0,"15,118,683","685,361","5,436,521",-,"6,121,882","21,240,565","10,026,731","5,091,952",0,"14,336,481","6,904,084",0,2.72,"3,692,176",0,"10,026,731",2.71,"3,694,120","20,514,756","27,688,979","14,713,470"
1102 亞泥,2013/12,4,Y,12,NTD,"70,172,781","61,130,154","9,042,627",-32,"9,042,595","2,370,095",-,-,0,"6,672,500","727,788","2,324,762","1,508,123","1,640,204","5,217,067",-,-,-,0,"7,409,748","14,082,248","1,917,929","12,164,319",0,0,0,"12,164,319","822,746","1,518,099",-,"2,340,845","14,505,164","10,517,318","1,647,001",0,"12,091,175","2,413,989",0,3.42,"3,079,697",0,"10,733,466",3.34,"3,212,944","15,722,452","20,494,776","10,304,140"
1101 台泥,2013/09,3,Y,09,NTD,"82,891,070","67,090,700","15,800,370",0,"15,800,370","3,274,015","32,765",-,0,"12,526,355","150,507","1,481,621","247,279","1,439,045","651,774",-,-,-,0,"941,629","13,467,984","2,321,593","11,146,391",0,0,0,"11,146,391","222,235","1,266,246",-,"1,488,481","12,634,872","7,594,015","3,552,376",0,"7,886,350","4,748,522",0,2.06,"3,692,176",0,"7,594,015",2.06,"3,694,439","14,907,029","19,869,596","10,734,957"
1102 亞泥,2013/09,3,Y,09,NTD,"49,722,594","44,360,056","5,362,538",-1,"5,362,537","1,694,425",-,-,0,"3,668,112","471,952","2,152,366","304,565","1,251,357","3,214,832",-,-,-,0,"4,420,406","8,088,518","902,473","7,186,045",0,0,0,"7,186,045","48,162","-602,418",-,"-554,256","6,631,789","6,274,339","911,706",0,"5,198,559","1,433,230",0,2,"3,140,663",0,"6,407,780",1.91,"3,361,113","9,339,875","12,853,215","7,194,958"
1101 台泥,2013/06,2,Y,06,NTD,"52,784,231","44,038,350","8,745,881",0,"8,745,881","2,130,160","22,346",-,0,"6,615,721","94,890","642,446","308,455","976,601","359,542",-,-,-,0,"333,842","6,949,563","1,147,834","5,801,729",0,0,0,"5,801,729","292,810","-230,309",-,"62,501","5,864,230","3,999,822","1,801,907",0,"2,860,750","3,003,480",0,1.08,"3,692,176",0,"3,999,822",1.08,"3,694,599","7,926,164","11,206,513","5,353,064"
1102 亞泥,2013/06,2,Y,06,NTD,"32,112,806","28,695,621","3,417,185",25,"3,417,210","1,164,883",-,-,0,"2,252,327","324,518","1,817,153","199,764","840,440","2,316,902",-,-,-,0,"3,493,379","5,745,706","568,515","5,177,191",0,0,0,"5,177,191","36,639","-693,236",-,"-656,597","4,520,594","4,584,687","592,504",0,"3,283,344","1,237,250",0,1.49,"3,078,754",0,"4,365,568",1.34,"3,252,128","6,586,146","8,940,302","4,671,368"
1101 台泥,2013/03,1,Y,03,NTD,"24,114,047","20,990,175","3,123,872",0,"3,123,872","1,097,143","11,268",-,0,"2,026,729","49,859","288,923","401,492","528,260","151,905",-,-,-,0,"314,060","2,340,789","341,165","1,999,624",0,0,0,"1,999,624","205,492","1,078,953",-,"1,284,445","3,284,069","1,413,035","586,589",0,"1,911,110","1,372,959",0,0.38,"3,692,176",0,"1,413,035",0.38,"3,693,964","2,869,049","4,529,735","1,523,379"
1102 亞泥,2013/03,1,Y,03,NTD,"13,931,550","13,032,289","899,261",37,"899,298","552,379",-,-,0,"346,919","119,860","1,140,953","-491,001","424,975","1,025,067",-,-,-,0,"1,250,044","1,596,963","219,496","1,377,467",0,0,0,"1,377,467","82,876","-207,914",-,"-125,038","1,252,429","1,219,360","158,107",0,"724,570","527,859",0,0.4,"3,018,451",0,"1,171,524",0.37,"3,140,527","2,021,938","3,185,816","1,057,948"
1101 台泥,2012/12,4,Y,12,NTD,"113,699,313","95,950,845","17,748,468",0,"17,748,468","4,541,914","33,105",-,0,"13,206,554","213,321","1,938,355","-1,310,040","2,723,582","1,009,601",-,-,-,0,"-1,085,666","12,120,888","2,122,669","9,998,219",0,0,0,"9,998,219","-339,859","2,321,793",-,"1,981,934","11,980,153","7,784,265","2,213,954",0,"10,232,450","1,747,703",0,2.11,"3,692,176",0,-,-,-,"14,844,470","21,304,303","9,297,087"
1102 亞泥,2012/12,4,Y,12,NTD,"63,793,183","57,652,085","6,141,098",-546,"6,140,552","2,034,063",-,-,0,"4,106,489","630,972","1,525,878","183,610","1,773,775","2,677,467",-,-,-,0,"2,613,180","6,719,669","877,278","5,842,391",0,0,0,"5,842,391","-312,345","-608,245",-,"-920,590","4,921,801","5,082,381","760,010",0,"4,649,295","272,506",0,1.57,"3,230,918",0,-,-,-,"8,493,444","13,008,073","5,893,610"
1101 台泥,2012/09,3,Y,09,NTD,"83,976,324","72,263,032","11,713,292",0,"11,713,292","3,093,969","21,330",-,0,"8,619,323","154,028","1,664,562","15,766","2,103,050","709,926",-,-,-,0,"287,204","8,906,527","1,413,552","7,492,975",0,-,0,"7,492,975","-204,176","-43,432",-,"-247,608","7,245,367","5,968,716","1,524,259",-,"6,503,579","741,788",-,1.62,"3,692,176",0,-,-,-,"11,009,577","15,800,092","6,789,862"
1102 亞泥,2012/09,3,Y,09,NTD,"46,361,950","42,493,118","3,868,832",-546,"3,868,286","1,461,838",-,-,0,"2,406,448","445,714","1,272,953","124,220","1,357,166","2,364,948",-,-,-,0,"2,404,955","4,811,403","504,491","4,306,912",0,-,0,"4,306,912","-616,369","-1,381,305",-,"-1,997,674","2,309,238","3,942,974","363,938",-,"2,431,598","-122,360",-,1.22,"3,230,918",0,-,-,-,"6,168,569","9,576,982","4,163,445"
1101 台泥,2012/06,2,Y,06,NTD,"54,496,143","46,864,009","7,632,134",0,"7,632,134","2,175,944","20,296",-,0,"5,456,190","84,952","1,075,482","112,836","1,417,124","519,426",-,-,-,0,"290,620","5,746,810","811,698","4,935,112",0,-,0,"4,935,112","-80,635","-1,253,593",-,"-1,334,228","3,600,884","3,960,955","974,157",-,"3,029,656","571,228",-,1.07,"3,692,176",0,-,-,-,"7,163,934","10,359,550","4,157,673"
1102 亞泥,2012/06,2,Y,06,NTD,"29,869,685","27,295,557","2,574,128","-1,009","2,573,119","998,742",-,-,0,"1,574,377","302,192","1,040,509","258,140","917,933","1,913,111",-,-,-,0,"2,293,827","3,868,204","352,854","3,515,350",0,-,0,"3,515,350","-676,723","-1,839,124",-,"-2,515,847","999,503","3,278,149","237,201",-,"976,385","23,118",-,1.01,"3,230,918",0,-,-,-,"4,786,137","6,996,644","3,323,306"
1101 台泥,2012/03,1,Y,03,NTD,"25,288,765","21,859,006","3,429,759",0,"3,429,759","1,142,956","8,942",-,0,"2,286,803","46,293","572,106","208,543","735,520","247,136",-,-,-,0,"292,265","2,579,068","463,243","2,115,825",0,-,0,"2,115,825","-144,320","398,380",-,"254,060","2,369,885","1,534,342","581,483",-,"2,230,751","139,134",-,0.42,"3,692,176",0,-,-,-,"3,314,588","4,894,510","1,829,131"
1102 亞泥,2012/03,1,Y,03,NTD,"13,191,051","12,073,070","1,117,981","-3,502","1,114,479","492,391",-,-,0,"622,088","110,578","357,966","22,364","476,528","1,153,857",-,-,-,0,"1,057,659","1,679,747","134,271","1,545,476",0,-,0,"1,545,476","-28,716","-342,271",-,"-370,987","1,174,489","1,423,487","121,989",-,"1,358,628","-184,139",-,0.45,"3,136,814",0,-,-,-,"2,156,275","3,283,584","1,727,756"
1101 台泥,2011/12,4,Y,12,NTD,"118,496,562","97,921,121","20,575,441",0,"20,575,441","4,402,750","57,587",-,0,"16,172,691","180,136","1,776,412","89,637","2,532,144","1,019,390",-,-,-,0,"353,295","16,525,986","2,797,872","13,728,114",0,0,0,"13,728,114",-,-,-,-,-,"8,619,825","5,108,289",0,-,-,-,2.33,"3,692,176",0,"8,619,825",2.33,"3,694,107","19,058,130","27,137,325","13,742,786"
1102 亞泥,2011/12,4,Y,12,NTD,"68,826,626","57,473,747","11,352,879",0,"11,352,879","2,466,738",-,-,0,"8,886,141","337,835","1,280,781","1,330,245","1,744,952","4,283,753",-,-,-,0,"5,149,827","14,035,968","1,787,282","12,248,686",0,0,0,"12,248,686",-,-,-,-,-,"10,016,249","2,232,437",0,-,-,-,3.19,"3,136,814",0,"10,038,635",3.13,"3,210,776","15,780,920","20,776,577","10,926,372"
